Time (ms),Stage,PosX (m),PosY (m),PosZ (m),VeloX (m/s),VeloY (m/s),VeloZ (m/s),AccelX (m/s^2),AccelY (m/s^2),AccelZ (m/s^2),Bar Altitude,Bar Pressure,Bar Temperature,GPS Longitude,GPS Latitude,GPS Altitude,GPS PosX,GPS PosY,GPS PosZ,GPS Heading Angle,GPS Satellites,IMU AccelX,IMU AccelY,IMU AccelZ,IMU AngVeloX,IMU AngVeloY,IMU AngVeloZ,IMU MagX,IMU MagY,IMU MagZ,IMU OrientationW,IMU OrientationX,IMU OrientationY,IMU OrientationZ,IMU Roll,IMU Pitch,IMU Yaw,PWM,Target Lat,Target Long,Goal Angle,BNO Calibration Sys,BNO Calibration Accel,BNO Calibration Gryo,BNO Calibration Mag
30.75,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.96,100547.92,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.06,-0.07,9.81,0.19,0.00,-0.06,6.38,20.25,44.69,0.30,-0.52,0.80,0.05,-164.11,31.58,-109.06,163.59,0.00,0.00,0.00,3,1,3,3
30.77,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.96,100547.92,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.07,-0.09,9.82,0.00,0.06,0.00,6.38,20.25,44.69,0.30,-0.52,0.80,0.05,-164.11,31.58,-109.06,163.59,0.00,0.00,0.00,3,1,3,3
30.78,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.96,100547.92,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.09,-0.08,9.77,0.00,0.06,0.06,5.25,20.56,45.06,0.30,-0.52,0.80,0.05,-164.11,31.58,-109.06,163.59,0.00,0.00,0.00,3,1,3,3
30.80,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.94,100547.75,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.09,-0.03,9.80,0.06,0.19,0.00,5.25,20.56,45.06,0.30,-0.52,0.80,0.05,-164.11,31.58,-109.06,163.59,0.00,0.00,0.00,3,1,3,3
30.81,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.94,100547.75,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.08,-0.08,9.79,-0.12,0.56,-0.12,5.25,20.56,45.06,0.30,-0.52,0.80,0.05,-164.11,31.58,-109.06,163.59,0.00,0.00,0.00,3,1,3,3
30.83,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.94,100547.75,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.08,-0.07,9.82,-0.25,0.88,-0.12,5.25,20.56,45.06,0.30,-0.52,0.80,0.05,-164.11,31.56,-109.06,163.73,0.00,0.00,0.00,3,1,3,3
30.84,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.94,100547.75,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.07,-0.08,9.82,-0.19,0.75,0.12,6.75,19.50,45.88,0.30,-0.52,0.80,0.05,-164.11,31.56,-109.06,163.68,0.00,0.00,0.00,3,1,3,3
30.85,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.94,100547.75,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.08,-0.10,9.80,0.12,0.31,0.00,6.75,19.50,45.88,0.30,-0.52,0.80,0.05,-164.11,31.56,-109.06,163.68,0.00,0.00,0.00,3,1,3,3
30.86,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.89,100547.09,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.07,-0.07,9.81,0.00,0.25,0.00,6.75,19.50,45.88,0.30,-0.52,0.80,0.05,-164.11,31.56,-109.06,163.66,0.00,0.00,0.00,3,1,3,3
30.88,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.89,100547.09,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.09,-0.05,9.83,-0.12,0.19,-0.06,6.75,19.50,45.88,0.30,-0.52,0.80,0.05,-164.11,31.56,-109.06,163.64,0.00,0.00,0.00,3,1,3,3
30.89,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.89,100547.09,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.06,-0.10,9.81,-0.12,0.00,0.06,5.69,19.88,44.69,0.30,-0.52,0.80,0.05,-164.11,31.56,-109.06,163.64,0.00,0.00,0.00,3,1,3,3
30.91,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.89,100547.09,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.07,-0.11,9.81,-0.12,-0.12,0.00,5.69,19.88,44.69,0.30,-0.52,0.80,0.05,-164.11,31.56,-109.06,163.63,0.00,0.00,0.00,3,1,3,3
30.92,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.89,100547.09,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.04,-0.13,9.80,0.25,-1.00,0.19,5.69,19.88,44.69,0.30,-0.52,0.80,0.05,-164.11,31.58,-109.06,163.50,0.00,0.00,0.00,3,1,3,3
30.93,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.91,100547.32,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.11,-0.05,9.75,0.19,-0.94,0.12,7.50,20.25,45.38,0.30,-0.52,0.80,0.05,-164.10,31.58,-109.06,163.46,0.00,0.00,0.00,3,1,3,3
30.95,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.91,100547.32,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.09,-0.03,9.78,0.06,-0.56,0.12,7.50,20.25,45.38,0.30,-0.52,0.80,0.05,-164.10,31.58,-109.06,163.50,0.00,0.00,0.00,3,1,3,3
30.96,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.91,100547.32,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.05,-0.12,9.79,-0.06,1.06,-0.06,7.50,20.25,45.38,0.30,-0.52,0.80,0.05,-164.11,31.56,-109.06,163.69,0.00,0.00,0.00,3,1,3,3
30.98,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.91,100547.32,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.05,-0.14,9.82,-0.25,0.94,-0.12,7.50,20.25,45.38,0.30,-0.52,0.80,0.05,-164.11,31.56,-109.07,163.74,0.00,0.00,0.00,3,1,3,3
30.99,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.98,100548.56,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.07,-0.12,9.80,-0.19,0.50,0.00,6.06,20.56,46.56,0.30,-0.52,0.80,0.05,-164.11,31.56,-109.07,163.68,0.00,0.00,0.00,3,1,3,3
31.00,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.98,100548.15,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.05,-0.08,9.82,0.06,-0.81,0.19,6.06,20.56,46.56,0.30,-0.52,0.80,0.05,-164.11,31.56,-109.06,163.62,0.00,0.00,0.00,3,1,3,3
31.02,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.98,100548.15,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.10,-0.05,9.77,0.25,-0.94,0.19,6.06,20.56,46.56,0.30,-0.52,0.80,0.05,-164.11,31.58,-109.06,163.50,0.00,0.00,0.00,3,1,3,3
31.03,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.98,100548.15,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.09,-0.04,9.83,0.00,0.25,-0.25,6.06,20.56,45.06,0.30,-0.52,0.80,0.05,-164.11,31.58,-109.06,163.51,0.00,0.00,0.00,3,1,3,3
31.05,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.98,100548.15,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.08,-0.09,9.80,-0.12,0.62,0.00,6.06,20.56,45.06,0.30,-0.52,0.80,0.05,-164.11,31.58,-109.06,163.52,0.00,0.00,0.00,3,1,3,3
31.06,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.98,100548.15,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.06,-0.12,9.82,-0.06,0.50,0.00,6.06,20.56,45.06,0.30,-0.52,0.80,0.05,-164.11,31.58,-109.06,163.55,0.00,0.00,0.00,3,1,3,3
31.07,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.98,100548.15,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.03,-0.07,9.84,-0.06,-0.12,0.12,6.06,20.56,45.06,0.30,-0.52,0.80,0.05,-164.11,31.58,-109.06,163.55,0.00,0.00,0.00,3,1,3,3
31.09,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.98,100548.15,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.08,-0.06,9.74,0.06,-0.69,0.38,5.69,19.88,44.69,0.30,-0.52,0.80,0.05,-164.11,31.58,-109.06,163.56,0.00,0.00,0.00,3,1,3,3
31.10,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.98,100548.15,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.11,-0.05,9.81,0.19,-0.56,0.06,5.69,19.88,44.69,0.30,-0.52,0.80,0.05,-164.11,31.59,-109.06,163.50,0.00,0.00,0.00,3,1,3,3
31.12,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.84,100548.15,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.07,-0.05,9.76,-0.06,-0.19,-0.12,5.69,19.88,44.69,0.30,-0.52,0.80,0.05,-164.11,31.59,-109.06,163.51,0.00,0.00,0.00,3,1,3,3
31.13,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.88,100546.97,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.09,-0.05,9.78,-0.19,0.06,0.25,5.69,19.88,44.69,0.30,-0.52,0.80,0.05,-164.11,31.59,-109.06,163.52,0.00,0.00,0.00,3,1,3,3
31.14,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.88,100546.97,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.09,-0.05,9.79,-0.06,0.56,-0.12,6.38,20.25,45.38,0.30,-0.52,0.80,0.05,-164.10,31.58,-109.06,163.56,0.00,0.00,0.00,3,1,3,3
31.16,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.88,100546.97,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.07,-0.14,9.86,0.00,1.12,-0.12,6.38,20.25,45.38,0.30,-0.52,0.80,0.05,-164.11,31.56,-109.06,163.75,0.00,0.00,0.00,3,1,3,3
31.17,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.88,100546.97,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.05,-0.07,9.78,-0.19,1.31,-0.06,6.38,20.25,45.38,0.30,-0.52,0.80,0.05,-164.11,31.56,-109.07,163.71,0.00,0.00,0.00,3,1,3,3
31.18,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.88,100546.97,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.10,-0.09,9.82,-0.19,0.25,-0.06,6.06,19.88,45.88,0.30,-0.52,0.80,0.05,-164.12,31.55,-109.07,163.64,0.00,0.00,0.00,3,1,3,3
31.26,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.97,100548.05,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.03,-0.13,9.84,-0.19,1.06,0.12,6.38,20.25,45.88,0.30,-0.52,0.80,0.05,-164.12,31.52,-109.08,163.95,0.00,0.00,0.00,3,1,3,3
31.27,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.97,100548.05,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.05,-0.08,9.80,-0.12,0.25,-0.06,6.38,20.25,45.88,0.30,-0.52,0.80,0.05,-164.12,31.51,-109.08,163.88,0.00,0.00,0.00,3,1,3,3
31.29,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.97,100548.05,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.10,-0.08,9.82,-0.06,-0.06,0.06,6.75,20.56,45.88,0.30,-0.52,0.80,0.05,-164.12,31.51,-109.08,163.85,0.00,0.00,0.00,3,1,3,3
31.30,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.97,100548.05,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.08,-0.05,9.79,0.00,-0.25,0.06,6.75,20.56,45.88,0.30,-0.52,0.80,0.05,-164.12,31.51,-109.08,163.76,0.00,0.00,0.00,3,1,3,3
31.31,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.86,100546.73,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.08,-0.07,9.79,0.00,-0.06,0.06,6.75,20.56,45.88,0.30,-0.52,0.80,0.05,-164.12,31.51,-109.08,163.74,0.00,0.00,0.00,3,1,3,3
31.33,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.86,100546.73,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.06,-0.09,9.79,0.00,0.12,0.00,6.75,20.56,45.88,0.30,-0.52,0.80,0.05,-164.12,31.51,-109.08,163.74,0.00,0.00,0.00,3,1,3,3
31.34,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.86,100546.73,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.08,-0.06,9.79,0.00,0.12,-0.06,5.69,20.25,45.50,0.30,-0.52,0.80,0.05,-164.12,31.51,-109.08,163.69,0.00,0.00,0.00,3,1,3,3
31.35,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.86,100546.73,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.05,-0.10,9.82,-0.06,0.19,0.00,5.69,20.25,45.50,0.30,-0.52,0.80,0.05,-164.12,31.51,-109.08,163.68,0.00,0.00,0.00,3,1,3,3
31.37,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.86,100546.73,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.08,-0.07,9.81,0.00,0.19,0.06,5.69,20.25,45.50,0.30,-0.52,0.80,0.05,-164.12,31.51,-109.08,163.67,0.00,0.00,0.00,3,1,3,3
31.38,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.86,100546.79,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.07,-0.09,9.80,0.00,0.12,0.00,5.69,20.25,45.50,0.30,-0.52,0.80,0.05,-164.12,31.51,-109.08,163.66,0.00,0.00,0.00,3,1,3,3
31.40,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.86,100546.79,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.07,-0.08,9.80,-0.12,0.44,0.06,5.69,20.56,43.88,0.30,-0.52,0.80,0.05,-164.12,31.51,-109.08,163.65,0.00,0.00,0.00,3,1,3,3
31.41,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.86,100546.79,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.07,-0.07,9.82,0.06,0.50,-0.06,5.69,20.56,43.88,0.30,-0.52,0.80,0.05,-164.12,31.51,-109.08,163.65,0.00,0.00,0.00,3,1,3,3
31.42,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.86,100546.79,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.06,-0.07,9.80,-0.12,0.56,0.12,5.69,20.56,43.88,0.30,-0.52,0.80,0.05,-164.12,31.51,-109.08,163.64,0.00,0.00,0.00,3,1,3,3
31.44,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.86,100546.79,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.08,-0.07,9.80,-0.06,0.69,0.00,6.75,19.88,45.06,0.30,-0.52,0.80,0.05,-164.12,31.50,-109.08,163.61,0.00,0.00,0.00,3,1,3,3
31.45,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.66,100544.31,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.09,-0.08,9.78,-0.19,0.69,0.06,6.75,19.88,45.06,0.30,-0.52,0.80,0.05,-164.12,31.50,-109.08,163.75,0.00,0.00,0.00,3,1,3,3
31.47,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.66,100544.31,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.07,-0.08,9.81,0.06,0.88,-0.06,6.75,19.88,45.06,0.30,-0.52,0.80,0.05,-164.13,31.48,-109.09,163.80,0.00,0.00,0.00,3,1,3,3
31.48,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.66,100544.31,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.08,-0.08,9.82,-0.06,1.00,-0.06,6.75,19.88,45.06,0.30,-0.52,0.80,0.05,-164.13,31.47,-109.09,163.91,0.00,0.00,0.00,3,1,3,3
31.49,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.66,100544.31,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.07,-0.08,9.80,-0.19,0.94,-0.19,6.75,20.56,45.88,0.30,-0.52,0.80,0.05,-164.13,31.46,-109.09,163.85,0.00,0.00,0.00,3,1,3,3
31.51,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.66,100544.31,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.04,-0.12,9.81,-0.19,0.81,0.06,6.75,20.56,45.88,0.30,-0.52,0.80,0.05,-164.13,31.45,-109.10,164.02,0.00,0.00,0.00,3,1,3,3
31.52,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.80,100545.97,24.56,0.00,0.00,0.00,,,0.00,0.00,0,0.03,-0.08,9.82,0.00,0.56,0.06,6.75,20.56,45.88,0.30,-0.52,0.80,0.05,-164.13,31.45,-109.10,163.97,0.00,0.00,0.00,3,1,3,3
31.53,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.80,100545.97,24.56,0.00,0.00,0.00,,,0.00,0.00,0,0.07,-0.06,9.85,-0.06,0.50,0.00,6.75,20.56,45.88,0.30,-0.52,0.80,0.05,-164.13,31.45,-109.10,163.91,0.00,0.00,0.00,3,1,3,3
31.54,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.80,100545.97,24.56,0.00,0.00,0.00,,,0.00,0.00,0,0.02,-0.11,9.78,0.00,0.25,0.19,5.69,20.25,45.88,0.30,-0.52,0.80,0.05,-164.13,31.45,-109.10,163.81,0.00,0.00,0.00,3,1,3,3
31.56,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.80,100545.97,24.56,0.00,0.00,0.00,,,0.00,0.00,0,0.03,-0.11,9.80,0.00,-0.25,-0.06,5.69,20.25,45.88,0.30,-0.52,0.80,0.05,-164.13,31.45,-109.10,163.82,0.00,0.00,0.00,3,1,3,3
31.57,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.80,100545.97,24.56,0.00,0.00,0.00,,,0.00,0.00,0,0.13,-0.03,9.86,0.06,-0.06,0.00,5.69,20.25,45.88,0.30,-0.52,0.80,0.05,-164.13,31.45,-109.10,163.76,0.00,0.00,0.00,3,1,3,3
31.59,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.85,100546.68,24.56,0.00,0.00,0.00,,,0.00,0.00,0,0.02,-0.09,9.74,0.06,0.06,-0.06,5.69,19.88,45.50,0.30,-0.52,0.80,0.05,-164.13,31.45,-109.10,163.74,0.00,0.00,0.00,3,1,3,3
31.60,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.85,100546.68,24.56,0.00,0.00,0.00,,,0.00,0.00,0,0.04,-0.02,9.86,-0.12,0.00,0.00,5.69,19.88,45.50,0.30,-0.52,0.80,0.05,-164.13,31.45,-109.10,163.73,0.00,0.00,0.00,3,1,3,3
31.61,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.85,100546.68,24.56,0.00,0.00,0.00,,,0.00,0.00,0,-0.00,-0.10,9.72,0.12,0.38,0.19,5.69,19.88,45.50,0.30,-0.52,0.80,0.05,-164.13,31.45,-109.10,163.71,0.00,0.00,0.00,3,1,3,3
31.63,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.85,100546.68,24.56,0.00,0.00,0.00,,,0.00,0.00,0,0.10,-0.20,9.87,-0.06,0.56,-0.06,5.69,19.88,45.50,0.30,-0.52,0.80,0.05,-164.13,31.45,-109.10,163.70,0.00,0.00,0.00,3,1,3,3
31.64,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.75,100545.39,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.04,-0.04,9.82,-0.12,0.31,0.06,6.75,20.25,44.69,0.30,-0.52,0.80,0.05,-164.13,31.45,-109.10,163.69,0.00,0.00,0.00,3,1,3,3
31.66,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.75,100545.39,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.05,-0.15,9.84,0.00,0.44,0.06,6.75,20.25,44.69,0.30,-0.52,0.80,0.05,-164.13,31.45,-109.10,163.68,0.00,0.00,0.00,3,1,3,3
31.67,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.75,100545.39,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.11,-0.17,9.91,-0.12,0.31,-0.06,6.75,20.25,44.69,0.30,-0.52,0.80,0.05,-164.13,31.45,-109.10,163.68,0.00,0.00,0.00,3,1,3,3
31.68,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.75,100545.39,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.05,-0.10,9.84,-0.06,0.31,0.06,6.75,20.25,44.69,0.30,-0.52,0.80,0.05,-164.13,31.45,-109.10,163.67,0.00,0.00,0.00,3,1,3,3
31.70,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.75,100545.39,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.03,0.06,9.69,-0.19,0.81,0.00,6.75,19.50,45.88,0.30,-0.52,0.80,0.05,-164.14,31.43,-109.11,163.83,0.00,0.00,0.00,3,1,3,3
31.71,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.75,100545.39,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.05,-0.08,9.74,-0.12,0.69,-0.12,6.75,19.50,45.88,0.30,-0.52,0.80,0.05,-164.14,31.42,-109.11,163.84,0.00,0.00,0.00,3,1,3,3
31.72,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.75,100545.39,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.10,-0.12,9.90,-0.12,0.75,0.19,6.75,19.50,45.88,0.30,-0.52,0.80,0.05,-164.14,31.42,-109.11,163.79,0.00,0.00,0.00,3,1,3,3
31.74,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.75,100545.39,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.07,-0.07,9.82,-0.06,-0.12,-0.06,6.38,21.38,45.88,0.30,-0.52,0.80,0.05,-164.14,31.42,-109.11,163.78,0.00,0.00,0.00,3,1,3,3
31.75,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.75,100545.39,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.08,-0.18,9.86,0.06,-0.25,0.12,6.38,21.38,45.88,0.30,-0.52,0.80,0.05,-164.14,31.42,-109.11,163.76,0.00,0.00,0.00,3,1,3,3
31.76,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.75,100545.39,24.55,0.00,0.00,0.00,,,0.00,0.00,0,0.09,0.01,9.76,0.00,-0.25,0.12,6.38,21.38,45.88,0.30,-0.52,0.80,0.05,-164.14,31.42,-109.11,163.73,0.00,0.00,0.00,3,1,3,3
31.78,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.74,100545.27,24.56,0.00,0.00,0.00,,,0.00,0.00,0,0.07,-0.03,9.84,-0.12,0.38,-0.06,6.38,21.38,45.88,0.30,-0.52,0.80,0.05,-164.14,31.42,-109.11,163.72,0.00,0.00,0.00,3,1,3,3
31.79,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.74,100545.27,24.56,0.00,0.00,0.00,,,0.00,0.00,0,0.11,-0.16,9.80,-0.19,0.38,0.00,6.38,20.25,44.69,0.30,-0.52,0.80,0.05,-164.14,31.42,-109.11,163.71,0.00,0.00,0.00,3,1,3,3
31.81,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.74,100545.27,24.56,0.00,0.00,0.00,,,0.00,0.00,0,0.02,-0.15,9.75,0.00,-0.19,0.12,6.38,20.25,44.69,0.30,-0.52,0.80,0.05,-164.14,31.42,-109.11,163.70,0.00,0.00,0.00,3,1,3,3
31.82,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.74,100545.27,24.56,0.00,0.00,0.00,,,0.00,0.00,0,0.05,-0.08,9.82,0.00,-0.56,0.12,6.38,20.25,44.69,0.30,-0.52,0.80,0.05,-164.14,31.42,-109.11,163.70,0.00,0.00,0.00,3,1,3,3
31.83,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.81,100545.27,24.56,0.00,0.00,0.00,,,0.00,0.00,0,0.06,-0.09,9.77,0.00,-0.56,0.12,6.38,20.25,44.69,0.30,-0.52,0.80,0.05,-164.14,31.42,-109.11,163.69,0.00,0.00,0.00,3,1,3,3
31.85,Powered Ascent,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.81,100546.16,24.56,0.00,0.00,0.00,,,0.00,0.00,0,0.08,-0.08,9.81,-0.06,-0.25,0.12,5.25,19.88,45.38,0.30,-0.52,0.80,0.05,-164.14,31.42,-109.11,163.68,0.00,0.00,0.00,3,1,3,3
